Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4([C@H](O)C(F)(F)F)C[C@H]43)c2)cn1,9.410050398674292,<rdkit.Chem.rdchem.Mol object at 0x7f55017b43c0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@]4(CO)[C@H]3C4(F)F)c2)cn1,9.496209316942819,<rdkit.Chem.rdchem.Mol object at 0x7f550179db60>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(/C=C/C(=O)N(C)C)C[C@H]43)c2)cn1,9.504455662453552,<rdkit.Chem.rdchem.Mol object at 0x7f55017b45f0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)c(C)n1,9.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x7f5501781540>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)cn1,9.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x7f550179ff40>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(COC(C)C)C[C@H]43)c2)cn1,9.094204119632131,<rdkit.Chem.rdchem.Mol object at 0x7f55015dc7b0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(COCC(F)(F)F)C[C@H]43)c2)cn1,9.55284196865778,<rdkit.Chem.rdchem.Mol object at 0x7f550179e420>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(c5c[nH]nn5)C[C@@H]34)c2)cn1,10.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7f5501780350>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(c5cnco5)C[C@@H]34)c2)cn1,9.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x7f550179d8c0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(c5ocnc5C)C[C@@H]34)c2)cn1,9.497572880015568,<rdkit.Chem.rdchem.Mol object at 0x7f550179f140>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)n1,8.341988603342887,<rdkit.Chem.rdchem.Mol object at 0x7f55017b6e30>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,9.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f550179c7b0>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)n1,8.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x7f550179f990>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.097453220686008,<rdkit.Chem.rdchem.Mol object at 0x7f55015dc430>
C#CCOc1cnc(C(=O)Nc2cnc(OC)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,9.132532512140948,<rdkit.Chem.rdchem.Mol object at 0x7f55017c20a0>
